species_code,common_name,scientific_name,location_id,location_name,observation_datetime,bird_count,latitude,longitude
grycat,Gray Catbird,Dumetella carolinensis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,7,39.9027901,-75.1819754
amerob,American Robin,Turdus migratorius,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,50,39.9027901,-75.1819754
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,3,39.9027901,-75.1819754
houspa,House Sparrow,Passer domesticus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,14,39.9027901,-75.1819754
amegfi,American Goldfinch,Spinus tristis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,1,39.9027901,-75.1819754
balori,Baltimore Oriole,Icterus galbula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,5,39.9027901,-75.1819754
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,24,39.9027901,-75.1819754
bnhcow,Brown-headed Cowbird,Molothrus ater,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,6,39.9027901,-75.1819754
comgra,Common Grackle,Quiscalus quiscula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,4,39.9027901,-75.1819754
norcar,Northern Cardinal,Cardinalis cardinalis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-09 14:40:00,3,39.9027901,-75.1819754
mallar3,Mallard,Anas platyrhynchos,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,27,39.9027901,-75.1819754
moudov,Mourning Dove,Zenaida macroura,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,1,39.9027901,-75.1819754
chiswi,Chimney Swift,Chaetura pelagica,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,1,39.9027901,-75.1819754
laugul,Laughing Gull,Leucophaeus atricilla,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,2,39.9027901,-75.1819754
doccor,Double-crested Cormorant,Nannopterum auritum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,1,39.9027901,-75.1819754
norfli,Northern Flicker,Colaptes auratus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,2,39.9027901,-75.1819754
eawpew,Eastern Wood-Pewee,Contopus virens,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,2,39.9027901,-75.1819754
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,3,39.9027901,-75.1819754
reevir1,Red-eyed Vireo,Vireo olivaceus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,1,39.9027901,-75.1819754
treswa,Tree Swallow,Tachycineta bicolor,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,7,39.9027901,-75.1819754
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,6,39.9027901,-75.1819754
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,1,39.9027901,-75.1819754
eursta,European Starling,Sturnus vulgaris,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,5,39.9027901,-75.1819754
grycat,Gray Catbird,Dumetella carolinensis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,10,39.9027901,-75.1819754
amerob,American Robin,Turdus migratorius,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,30,39.9027901,-75.1819754
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,5,39.9027901,-75.1819754
houspa,House Sparrow,Passer domesticus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,4,39.9027901,-75.1819754
houfin,House Finch,Haemorhous mexicanus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,2,39.9027901,-75.1819754
orcori,Orchard Oriole,Icterus spurius,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,1,39.9027901,-75.1819754
balori,Baltimore Oriole,Icterus galbula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,4,39.9027901,-75.1819754
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,14,39.9027901,-75.1819754
bnhcow,Brown-headed Cowbird,Molothrus ater,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,1,39.9027901,-75.1819754
comgra,Common Grackle,Quiscalus quiscula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,10,39.9027901,-75.1819754
norcar,Northern Cardinal,Cardinalis cardinalis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 14:45:00,2,39.9027901,-75.1819754
cangoo,Canada Goose,Branta canadensis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:37:00,4,39.9027901,-75.1819754
turvul,Turkey Vulture,Cathartes aura,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:37:00,2,39.9027901,-75.1819754
osprey,Osprey,Pandion haliaetus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:37:00,1,39.9027901,-75.1819754
amegfi,American Goldfinch,Spinus tristis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:37:00,1,39.9027901,-75.1819754
chispa,Chipping Sparrow,Spizella passerina,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:37:00,1,39.9027901,-75.1819754
sonspa,Song Sparrow,Melospiza melodia,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:37:00,2,39.9027901,-75.1819754
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:37:00,1,39.9027901,-75.1819754
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:16:00,3,39.9027901,-75.1819754
dowwoo,Downy Woodpecker,Dryobates pubescens,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:16:00,1,39.9027901,-75.1819754
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:16:00,2,39.9027901,-75.1819754
easkin,Eastern Kingbird,Tyrannus tyrannus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:16:00,1,39.9027901,-75.1819754
blujay,Blue Jay,Cyanocitta cristata,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:16:00,2,39.9027901,-75.1819754
carwre,Carolina Wren,Thryothorus ludovicianus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-10 10:16:00,1,39.9027901,-75.1819754
mallar3,Mallard,Anas platyrhynchos,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,28,39.9027901,-75.1819754
moudov,Mourning Dove,Zenaida macroura,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,1,39.9027901,-75.1819754
chiswi,Chimney Swift,Chaetura pelagica,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,5,39.9027901,-75.1819754
blkvul,Black Vulture,Coragyps atratus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,2,39.9027901,-75.1819754
turvul,Turkey Vulture,Cathartes aura,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,4,39.9027901,-75.1819754
osprey,Osprey,Pandion haliaetus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,2,39.9027901,-75.1819754
eawpew,Eastern Wood-Pewee,Contopus virens,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,1,39.9027901,-75.1819754
easkin,Eastern Kingbird,Tyrannus tyrannus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,1,39.9027901,-75.1819754
treswa,Tree Swallow,Tachycineta bicolor,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,19,39.9027901,-75.1819754
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,3,39.9027901,-75.1819754
barswa,Barn Swallow,Hirundo rustica,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,2,39.9027901,-75.1819754
eursta,European Starling,Sturnus vulgaris,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,1,39.9027901,-75.1819754
grycat,Gray Catbird,Dumetella carolinensis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,5,39.9027901,-75.1819754
amerob,American Robin,Turdus migratorius,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,30,39.9027901,-75.1819754
houspa,House Sparrow,Passer domesticus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,4,39.9027901,-75.1819754
houfin,House Finch,Haemorhous mexicanus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,3,39.9027901,-75.1819754
amegfi,American Goldfinch,Spinus tristis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,2,39.9027901,-75.1819754
orcori,Orchard Oriole,Icterus spurius,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,1,39.9027901,-75.1819754
balori,Baltimore Oriole,Icterus galbula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,3,39.9027901,-75.1819754
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,14,39.9027901,-75.1819754
bnhcow,Brown-headed Cowbird,Molothrus ater,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,3,39.9027901,-75.1819754
comgra,Common Grackle,Quiscalus quiscula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,5,39.9027901,-75.1819754
amered,American Redstart,Setophaga ruticilla,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,1,39.9027901,-75.1819754
norcar,Northern Cardinal,Cardinalis cardinalis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 10:55:00,4,39.9027901,-75.1819754
doccor,Double-crested Cormorant,Nannopterum auritum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 06:56:00,1,39.9027901,-75.1819754
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 06:56:00,3,39.9027901,-75.1819754
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-13 06:56:00,3,39.9027901,-75.1819754
mallar3,Mallard,Anas platyrhynchos,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,4,39.9027901,-75.1819754
moudov,Mourning Dove,Zenaida macroura,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,1,39.9027901,-75.1819754
easkin,Eastern Kingbird,Tyrannus tyrannus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,1,39.9027901,-75.1819754
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,2,39.9027901,-75.1819754
grycat,Gray Catbird,Dumetella carolinensis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,2,39.9027901,-75.1819754
amerob,American Robin,Turdus migratorius,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,10,39.9027901,-75.1819754
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,4,39.9027901,-75.1819754
houfin,House Finch,Haemorhous mexicanus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,1,39.9027901,-75.1819754
orcori,Orchard Oriole,Icterus spurius,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,1,39.9027901,-75.1819754
balori,Baltimore Oriole,Icterus galbula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,3,39.9027901,-75.1819754
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 19:35:00,6,39.9027901,-75.1819754
chiswi,Chimney Swift,Chaetura pelagica,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,4,39.9027901,-75.1819754
doccor,Double-crested Cormorant,Nannopterum auritum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,1,39.9027901,-75.1819754
dowwoo,Downy Woodpecker,Dryobates pubescens,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,1,39.9027901,-75.1819754
norfli,Northern Flicker,Colaptes auratus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,1,39.9027901,-75.1819754
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,6,39.9027901,-75.1819754
amecro,American Crow,Corvus brachyrhynchos,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,1,39.9027901,-75.1819754
treswa,Tree Swallow,Tachycineta bicolor,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,4,39.9027901,-75.1819754
barswa,Barn Swallow,Hirundo rustica,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,2,39.9027901,-75.1819754
eursta,European Starling,Sturnus vulgaris,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,2,39.9027901,-75.1819754
houspa,House Sparrow,Passer domesticus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,6,39.9027901,-75.1819754
bnhcow,Brown-headed Cowbird,Molothrus ater,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,1,39.9027901,-75.1819754
comgra,Common Grackle,Quiscalus quiscula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,6,39.9027901,-75.1819754
norcar,Northern Cardinal,Cardinalis cardinalis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 18:38:00,2,39.9027901,-75.1819754
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 17:52:00,2,39.9027901,-75.1819754
haiwoo,Hairy Woodpecker,Leuconotopicus villosus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 17:52:00,1,39.9027901,-75.1819754
eawpew,Eastern Wood-Pewee,Contopus virens,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 17:52:00,1,39.9027901,-75.1819754
blujay,Blue Jay,Cyanocitta cristata,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 17:52:00,1,39.9027901,-75.1819754
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 17:52:00,2,39.9027901,-75.1819754
carwre,Carolina Wren,Thryothorus ludovicianus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 17:52:00,3,39.9027901,-75.1819754
amegfi,American Goldfinch,Spinus tristis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 17:52:00,6,39.9027901,-75.1819754
turvul,Turkey Vulture,Cathartes aura,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 15:39:00,1,39.9027901,-75.1819754
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 15:39:00,1,39.9027901,-75.1819754
normoc,Northern Mockingbird,Mimus polyglottos,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 15:39:00,1,39.9027901,-75.1819754
sonspa,Song Sparrow,Melospiza melodia,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-16 15:39:00,1,39.9027901,-75.1819754
mallar3,Mallard,Anas platyrhynchos,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,18,39.9027901,-75.1819754
moudov,Mourning Dove,Zenaida macroura,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,8,39.9027901,-75.1819754
chiswi,Chimney Swift,Chaetura pelagica,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,1,39.9027901,-75.1819754
doccor,Double-crested Cormorant,Nannopterum auritum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,2,39.9027901,-75.1819754
osprey,Osprey,Pandion haliaetus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,1,39.9027901,-75.1819754
norfli,Northern Flicker,Colaptes auratus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,3,39.9027901,-75.1819754
eawpew,Eastern Wood-Pewee,Contopus virens,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,2,39.9027901,-75.1819754
easkin,Eastern Kingbird,Tyrannus tyrannus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,2,39.9027901,-75.1819754
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,1,39.9027901,-75.1819754
blujay,Blue Jay,Cyanocitta cristata,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,2,39.9027901,-75.1819754
treswa,Tree Swallow,Tachycineta bicolor,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,15,39.9027901,-75.1819754
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,9,39.9027901,-75.1819754
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,1,39.9027901,-75.1819754
eursta,European Starling,Sturnus vulgaris,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,5,39.9027901,-75.1819754
grycat,Gray Catbird,Dumetella carolinensis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,4,39.9027901,-75.1819754
amerob,American Robin,Turdus migratorius,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,72,39.9027901,-75.1819754
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,3,39.9027901,-75.1819754
houspa,House Sparrow,Passer domesticus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,6,39.9027901,-75.1819754
sonspa,Song Sparrow,Melospiza melodia,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,1,39.9027901,-75.1819754
balori,Baltimore Oriole,Icterus galbula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,2,39.9027901,-75.1819754
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,37,39.9027901,-75.1819754
bnhcow,Brown-headed Cowbird,Molothrus ater,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,1,39.9027901,-75.1819754
comgra,Common Grackle,Quiscalus quiscula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,7,39.9027901,-75.1819754
norcar,Northern Cardinal,Cardinalis cardinalis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-17 06:21:00,3,39.9027901,-75.1819754
mallar3,Mallard,Anas platyrhynchos,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,3,39.9027901,-75.1819754
doccor,Double-crested Cormorant,Nannopterum auritum,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,1,39.9027901,-75.1819754
osprey,Osprey,Pandion haliaetus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,1,39.9027901,-75.1819754
norfli,Northern Flicker,Colaptes auratus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,1,39.9027901,-75.1819754
treswa,Tree Swallow,Tachycineta bicolor,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,2,39.9027901,-75.1819754
grycat,Gray Catbird,Dumetella carolinensis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,1,39.9027901,-75.1819754
amerob,American Robin,Turdus migratorius,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,4,39.9027901,-75.1819754
sonspa,Song Sparrow,Melospiza melodia,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,1,39.9027901,-75.1819754
balori,Baltimore Oriole,Icterus galbula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,1,39.9027901,-75.1819754
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,2,39.9027901,-75.1819754
comgra,Common Grackle,Quiscalus quiscula,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,2,39.9027901,-75.1819754
norcar,Northern Cardinal,Cardinalis cardinalis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 18:14:00,1,39.9027901,-75.1819754
moudov,Mourning Dove,Zenaida macroura,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,2,39.9027901,-75.1819754
chiswi,Chimney Swift,Chaetura pelagica,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,2,39.9027901,-75.1819754
grbher3,Great Blue Heron,Ardea herodias,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,1,39.9027901,-75.1819754
blkvul,Black Vulture,Coragyps atratus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,1,39.9027901,-75.1819754
turvul,Turkey Vulture,Cathartes aura,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,1,39.9027901,-75.1819754
dowwoo,Downy Woodpecker,Dryobates pubescens,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,1,39.9027901,-75.1819754
eawpew,Eastern Wood-Pewee,Contopus virens,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,2,39.9027901,-75.1819754
easkin,Eastern Kingbird,Tyrannus tyrannus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,1,39.9027901,-75.1819754
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,1,39.9027901,-75.1819754
barswa,Barn Swallow,Hirundo rustica,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,1,39.9027901,-75.1819754
eursta,European Starling,Sturnus vulgaris,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 10:53:00,1,39.9027901,-75.1819754
cangoo,Canada Goose,Branta canadensis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 07:40:00,2,39.9027901,-75.1819754
rethaw,Red-tailed Hawk,Buteo jamaicensis,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 07:40:00,1,39.9027901,-75.1819754
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 07:40:00,1,39.9027901,-75.1819754
haiwoo,Hairy Woodpecker,Leuconotopicus villosus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 07:40:00,1,39.9027901,-75.1819754
wilfly,Willow Flycatcher,Empidonax traillii,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 07:40:00,1,39.9027901,-75.1819754
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1025768,Franklin Delano Roosevelt (FDR) Park,2026-06-20 07:40:00,3,39.9027901,-75.1819754
