species_code,common_name,scientific_name,location_id,location_name,observation_datetime,bird_count,latitude,longitude
chiswi,Chimney Swift,Chaetura pelagica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,4,39.8876082,-75.1659143
amhgul1,American Herring Gull,Larus smithsonianus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
doccor,Double-crested Cormorant,Nannopterum auritum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,12,39.8876082,-75.1659143
grbher3,Great Blue Heron,Ardea herodias,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,2,39.8876082,-75.1659143
baleag,Bald Eagle,Haliaeetus leucocephalus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
dowwoo,Downy Woodpecker,Dryobates pubescens,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
blujay,Blue Jay,Cyanocitta cristata,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
amecro,American Crow,Corvus brachyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
treswa,Tree Swallow,Tachycineta bicolor,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,2,39.8876082,-75.1659143
purmar,Purple Martin,Progne subis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
carwre,Carolina Wren,Thryothorus ludovicianus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
grycat,Gray Catbird,Dumetella carolinensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
normoc,Northern Mockingbird,Mimus polyglottos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,3,39.8876082,-75.1659143
houspa,House Sparrow,Passer domesticus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,8,39.8876082,-75.1659143
houfin,House Finch,Haemorhous mexicanus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,2,39.8876082,-75.1659143
amegfi,American Goldfinch,Spinus tristis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,5,39.8876082,-75.1659143
comgra,Common Grackle,Quiscalus quiscula,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
norcar,Northern Cardinal,Cardinalis cardinalis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-07 06:34:00,1,39.8876082,-75.1659143
osprey,Osprey,Pandion haliaetus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 13:52:00,4,39.8876082,-75.1659143
houfin,House Finch,Haemorhous mexicanus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 13:52:00,1,39.8876082,-75.1659143
cangoo,Canada Goose,Branta canadensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,13,39.8876082,-75.1659143
mallar3,Mallard,Anas platyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,4,39.8876082,-75.1659143
rocpig,Rock Pigeon,Columba livia,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,11,39.8876082,-75.1659143
moudov,Mourning Dove,Zenaida macroura,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
chiswi,Chimney Swift,Chaetura pelagica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,3,39.8876082,-75.1659143
laugul,Laughing Gull,Leucophaeus atricilla,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
ribgul,Ring-billed Gull,Larus delawarensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,8,39.8876082,-75.1659143
caster1,Caspian Tern,Hydroprogne caspia,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
doccor,Double-crested Cormorant,Nannopterum auritum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,13,39.8876082,-75.1659143
grbher3,Great Blue Heron,Ardea herodias,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
turvul,Turkey Vulture,Cathartes aura,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,2,39.8876082,-75.1659143
baleag,Bald Eagle,Haliaeetus leucocephalus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,2,39.8876082,-75.1659143
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
easkin,Eastern Kingbird,Tyrannus tyrannus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,3,39.8876082,-75.1659143
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,2,39.8876082,-75.1659143
blujay,Blue Jay,Cyanocitta cristata,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
amecro,American Crow,Corvus brachyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
fiscro,Fish Crow,Corvus ossifragus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
barswa,Barn Swallow,Hirundo rustica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,4,39.8876082,-75.1659143
carwre,Carolina Wren,Thryothorus ludovicianus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
eursta,European Starling,Sturnus vulgaris,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,4,39.8876082,-75.1659143
grycat,Gray Catbird,Dumetella carolinensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,2,39.8876082,-75.1659143
normoc,Northern Mockingbird,Mimus polyglottos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,2,39.8876082,-75.1659143
amerob,American Robin,Turdus migratorius,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,6,39.8876082,-75.1659143
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,8,39.8876082,-75.1659143
houspa,House Sparrow,Passer domesticus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,9,39.8876082,-75.1659143
orcori,Orchard Oriole,Icterus spurius,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
balori,Baltimore Oriole,Icterus galbula,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,5,39.8876082,-75.1659143
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
bnhcow,Brown-headed Cowbird,Molothrus ater,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,3,39.8876082,-75.1659143
comgra,Common Grackle,Quiscalus quiscula,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,1,39.8876082,-75.1659143
norcar,Northern Cardinal,Cardinalis cardinalis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,2,39.8876082,-75.1659143
indbun,Indigo Bunting,Passerina cyanea,L1069194,Philadelphia Naval Yard (restricted access),2026-06-08 05:52:00,2,39.8876082,-75.1659143
cangoo,Canada Goose,Branta canadensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,44,39.8876082,-75.1659143
mallar3,Mallard,Anas platyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,6,39.8876082,-75.1659143
rocpig,Rock Pigeon,Columba livia,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
moudov,Mourning Dove,Zenaida macroura,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
chiswi,Chimney Swift,Chaetura pelagica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
laugul,Laughing Gull,Leucophaeus atricilla,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
ribgul,Ring-billed Gull,Larus delawarensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
doccor,Double-crested Cormorant,Nannopterum auritum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,12,39.8876082,-75.1659143
osprey,Osprey,Pandion haliaetus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,3,39.8876082,-75.1659143
baleag,Bald Eagle,Haliaeetus leucocephalus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
easkin,Eastern Kingbird,Tyrannus tyrannus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,3,39.8876082,-75.1659143
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
reevir1,Red-eyed Vireo,Vireo olivaceus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
blujay,Blue Jay,Cyanocitta cristata,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
amecro,American Crow,Corvus brachyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
treswa,Tree Swallow,Tachycineta bicolor,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
barswa,Barn Swallow,Hirundo rustica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
carwre,Carolina Wren,Thryothorus ludovicianus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
eursta,European Starling,Sturnus vulgaris,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,5,39.8876082,-75.1659143
grycat,Gray Catbird,Dumetella carolinensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,2,39.8876082,-75.1659143
normoc,Northern Mockingbird,Mimus polyglottos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,3,39.8876082,-75.1659143
amerob,American Robin,Turdus migratorius,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,8,39.8876082,-75.1659143
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,9,39.8876082,-75.1659143
houspa,House Sparrow,Passer domesticus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,13,39.8876082,-75.1659143
houfin,House Finch,Haemorhous mexicanus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
amegfi,American Goldfinch,Spinus tristis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,2,39.8876082,-75.1659143
chispa,Chipping Sparrow,Spizella passerina,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,2,39.8876082,-75.1659143
orcori,Orchard Oriole,Icterus spurius,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
balori,Baltimore Oriole,Icterus galbula,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,2,39.8876082,-75.1659143
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,1,39.8876082,-75.1659143
bnhcow,Brown-headed Cowbird,Molothrus ater,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,4,39.8876082,-75.1659143
norcar,Northern Cardinal,Cardinalis cardinalis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,2,39.8876082,-75.1659143
indbun,Indigo Bunting,Passerina cyanea,L1069194,Philadelphia Naval Yard (restricted access),2026-06-09 06:03:00,2,39.8876082,-75.1659143
cangoo,Canada Goose,Branta canadensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,37,39.8876082,-75.1659143
mallar3,Mallard,Anas platyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,4,39.8876082,-75.1659143
rocpig,Rock Pigeon,Columba livia,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,12,39.8876082,-75.1659143
laugul,Laughing Gull,Leucophaeus atricilla,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,2,39.8876082,-75.1659143
ribgul,Ring-billed Gull,Larus delawarensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
caster1,Caspian Tern,Hydroprogne caspia,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,2,39.8876082,-75.1659143
doccor,Double-crested Cormorant,Nannopterum auritum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,6,39.8876082,-75.1659143
grbher3,Great Blue Heron,Ardea herodias,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
blkvul,Black Vulture,Coragyps atratus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
osprey,Osprey,Pandion haliaetus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,5,39.8876082,-75.1659143
baleag,Bald Eagle,Haliaeetus leucocephalus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,2,39.8876082,-75.1659143
easkin,Eastern Kingbird,Tyrannus tyrannus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,4,39.8876082,-75.1659143
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
reevir1,Red-eyed Vireo,Vireo olivaceus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
amecro,American Crow,Corvus brachyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
treswa,Tree Swallow,Tachycineta bicolor,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,2,39.8876082,-75.1659143
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
barswa,Barn Swallow,Hirundo rustica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,4,39.8876082,-75.1659143
eursta,European Starling,Sturnus vulgaris,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,7,39.8876082,-75.1659143
grycat,Gray Catbird,Dumetella carolinensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,3,39.8876082,-75.1659143
normoc,Northern Mockingbird,Mimus polyglottos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,2,39.8876082,-75.1659143
amerob,American Robin,Turdus migratorius,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,5,39.8876082,-75.1659143
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,8,39.8876082,-75.1659143
houspa,House Sparrow,Passer domesticus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,16,39.8876082,-75.1659143
amegfi,American Goldfinch,Spinus tristis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
chispa,Chipping Sparrow,Spizella passerina,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
orcori,Orchard Oriole,Icterus spurius,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
balori,Baltimore Oriole,Icterus galbula,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,3,39.8876082,-75.1659143
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
bnhcow,Brown-headed Cowbird,Molothrus ater,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,2,39.8876082,-75.1659143
norcar,Northern Cardinal,Cardinalis cardinalis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
indbun,Indigo Bunting,Passerina cyanea,L1069194,Philadelphia Naval Yard (restricted access),2026-06-10 06:05:00,1,39.8876082,-75.1659143
mallar3,Mallard,Anas platyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,6,39.8876082,-75.1659143
rocpig,Rock Pigeon,Columba livia,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,8,39.8876082,-75.1659143
moudov,Mourning Dove,Zenaida macroura,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
chiswi,Chimney Swift,Chaetura pelagica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,2,39.8876082,-75.1659143
ribgul,Ring-billed Gull,Larus delawarensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,2,39.8876082,-75.1659143
doccor,Double-crested Cormorant,Nannopterum auritum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,16,39.8876082,-75.1659143
grnher,Green Heron,Butorides virescens,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
greegr,Great Egret,Ardea alba,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
blkvul,Black Vulture,Coragyps atratus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
osprey,Osprey,Pandion haliaetus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,3,39.8876082,-75.1659143
baleag,Bald Eagle,Haliaeetus leucocephalus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,3,39.8876082,-75.1659143
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
easkin,Eastern Kingbird,Tyrannus tyrannus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,5,39.8876082,-75.1659143
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,2,39.8876082,-75.1659143
reevir1,Red-eyed Vireo,Vireo olivaceus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
blujay,Blue Jay,Cyanocitta cristata,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
amecro,American Crow,Corvus brachyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,2,39.8876082,-75.1659143
barswa,Barn Swallow,Hirundo rustica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,10,39.8876082,-75.1659143
carwre,Carolina Wren,Thryothorus ludovicianus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
eursta,European Starling,Sturnus vulgaris,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,15,39.8876082,-75.1659143
grycat,Gray Catbird,Dumetella carolinensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
normoc,Northern Mockingbird,Mimus polyglottos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,5,39.8876082,-75.1659143
amerob,American Robin,Turdus migratorius,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,9,39.8876082,-75.1659143
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,4,39.8876082,-75.1659143
houspa,House Sparrow,Passer domesticus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,7,39.8876082,-75.1659143
amegfi,American Goldfinch,Spinus tristis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,2,39.8876082,-75.1659143
orcori,Orchard Oriole,Icterus spurius,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,2,39.8876082,-75.1659143
balori,Baltimore Oriole,Icterus galbula,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,4,39.8876082,-75.1659143
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,2,39.8876082,-75.1659143
bnhcow,Brown-headed Cowbird,Molothrus ater,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,3,39.8876082,-75.1659143
comgra,Common Grackle,Quiscalus quiscula,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,5,39.8876082,-75.1659143
comyel,Common Yellowthroat,Geothlypis trichas,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
norcar,Northern Cardinal,Cardinalis cardinalis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,3,39.8876082,-75.1659143
blugrb1,Blue Grosbeak,Passerina caerulea,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,1,39.8876082,-75.1659143
indbun,Indigo Bunting,Passerina cyanea,L1069194,Philadelphia Naval Yard (restricted access),2026-06-11 06:05:00,2,39.8876082,-75.1659143
rocpig,Rock Pigeon,Columba livia,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 10:12:00,1,39.8876082,-75.1659143
moudov,Mourning Dove,Zenaida macroura,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 10:12:00,1,39.8876082,-75.1659143
fiscro,Fish Crow,Corvus ossifragus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 10:12:00,1,39.8876082,-75.1659143
eursta,European Starling,Sturnus vulgaris,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 10:12:00,2,39.8876082,-75.1659143
houspa,House Sparrow,Passer domesticus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 10:12:00,1,39.8876082,-75.1659143
houfin,House Finch,Haemorhous mexicanus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 10:12:00,1,39.8876082,-75.1659143
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 10:12:00,1,39.8876082,-75.1659143
doccor,Double-crested Cormorant,Nannopterum auritum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 08:38:00,1,39.8876082,-75.1659143
cangoo,Canada Goose,Branta canadensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,29,39.8876082,-75.1659143
mallar3,Mallard,Anas platyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,4,39.8876082,-75.1659143
chiswi,Chimney Swift,Chaetura pelagica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,6,39.8876082,-75.1659143
osprey,Osprey,Pandion haliaetus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,5,39.8876082,-75.1659143
dowwoo,Downy Woodpecker,Dryobates pubescens,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,1,39.8876082,-75.1659143
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,2,39.8876082,-75.1659143
easkin,Eastern Kingbird,Tyrannus tyrannus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,4,39.8876082,-75.1659143
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,3,39.8876082,-75.1659143
reevir1,Red-eyed Vireo,Vireo olivaceus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,1,39.8876082,-75.1659143
blujay,Blue Jay,Cyanocitta cristata,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,1,39.8876082,-75.1659143
amecro,American Crow,Corvus brachyrhynchos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,1,39.8876082,-75.1659143
treswa,Tree Swallow,Tachycineta bicolor,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,4,39.8876082,-75.1659143
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,5,39.8876082,-75.1659143
barswa,Barn Swallow,Hirundo rustica,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,4,39.8876082,-75.1659143
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,2,39.8876082,-75.1659143
houwre,Northern House Wren,Troglodytes aedon,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,3,39.8876082,-75.1659143
carwre,Carolina Wren,Thryothorus ludovicianus,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,2,39.8876082,-75.1659143
grycat,Gray Catbird,Dumetella carolinensis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,6,39.8876082,-75.1659143
normoc,Northern Mockingbird,Mimus polyglottos,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,7,39.8876082,-75.1659143
amerob,American Robin,Turdus migratorius,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,16,39.8876082,-75.1659143
cedwax,Cedar Waxwing,Bombycilla cedrorum,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,9,39.8876082,-75.1659143
amegfi,American Goldfinch,Spinus tristis,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,6,39.8876082,-75.1659143
chispa,Chipping Sparrow,Spizella passerina,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,6,39.8876082,-75.1659143
fiespa,Field Sparrow,Spizella pusilla,L1069194,Philadelphia Naval Yard (restricted access),2026-06-12 06:18:00,4,39.8876082,-75.1659143
